Recipe_title,url,Carbohydrates,Energy,Protein,Fats,vegan,pescetarian,lacto_vegetarian,non_vegetarian,Region
Souper Crock-Pot Beef,http://www.geniuskitchen.com/recipe/souper-crock-pot-beef-390403,75.6535,576.9122,12.4738,24.7292,0,0,0,1,South American
Beef Sukka- Lamb Bhunna,http://www.geniuskitchen.com/recipe/beef-sukka-lamb-bhunna-271514,16.4281,585.0806,54.7997,34.5873,0,0,0,1,Indian Subcontinent
Crumbed Chicken With Potato Wedges,http://www.geniuskitchen.com/recipe/crumbed-chicken-with-potato-wedges-460304,18.4283,384.85,6.8979,32.4918,0,0,0,1,Australian
Pasta Primavera Sauce,http://allrecipes.com/recipe/14018/pasta-primavera-sauce/,68.3186,415.2362,12.0566,15.1963,0,0,0,1,Italian
English Lindisfarne Mead and Apple Cream Pudding,http://www.geniuskitchen.com/recipe/english-lindisfarne-mead-and-apple-cream-pudding-238852,2.1323,413.6925,65.6006,14.8966,0,0,0,1,UK
East African Braised Chicken,http://www.geniuskitchen.com/recipe/east-african-braised-chicken-55013,94.7303,539.1664,13.21,15.9733,0,0,0,1,Rest Africa
Raisin and Olive Fettuccine,http://allrecipes.com/recipe/242337/raisin-and-olive-fettuccine/,31.7998,422.9207,27.9245,22.0117,0,0,0,1,Indian Subcontinent
Peach-Apple Crisp Cheesecake,http://www.geniuskitchen.com/recipe/peach-apple-crisp-cheesecake-312765,40.8087,503.4283,15.759,33.5608,0,0,0,1,Canadian
Hg's Chinese Shoestring Soup - Ww Points = 0,http://www.geniuskitchen.com/recipe/hgs-chinese-shoestring-soup-ww-points-0-331250,16.4119,353.549,46.7071,10.7829,0,0,0,1,Chinese and Mongolian
Figgy Thai Chicken Salad,http://www.geniuskitchen.com/recipe/figgy-thai-chicken-salad-62083,38.836,349.5315,15.9214,19.4379,0,0,0,1,Thai
La Salade De Fruits De Jour De Bastille,http://www.geniuskitchen.com/recipe/la-salade-de-fruits-de-jour-de-bastille-483218,103.715,413.1825,6.724,2.352,1,1,0,0,French
Cheddar English Muffins,http://www.geniuskitchen.com/recipe/cheddar-english-muffins-150918,37.7224,487.621,8.7566,33.8499,0,0,0,1,UK
Pan Bagna,http://www.geniuskitchen.com/recipe/pan-bagna-113151,34.2503,482.755,9.7442,35.5915,0,0,0,1,Italian
Basquadillas,http://www.geniuskitchen.com/recipe/basquadillas-164643,8.1013,495.9256,26.3425,39.2997,0,0,0,1,Spanish and Portuguese
Olive Oil Bread,http://allrecipes.com/recipe/17804/olive-oil-bread/,4.1992,493.614,0,54,0,0,0,1,Italian
Asparagus-Leek Risotto,http://www.geniuskitchen.com/recipe/asparagus-leek-risotto-295834,50.7393,491.3156,53.9561,10.1329,0,0,0,1,Italian
Chicken Tomatillo Soup,http://www.geniuskitchen.com/recipe/chicken-tomatillo-soup-472877,96.8603,477.8195,14.3986,9.8961,0,0,0,1,Mexican
Easy Curried Yellow Dal (Yellow Split Peas),http://www.geniuskitchen.com/recipe/easy-curried-yellow-dal-yellow-split-peas-313513,72.3314,497.144,18.142,17.6221,0,0,0,1,Indian Subcontinent
South Indian Omelet Curry,http://www.geniuskitchen.com/recipe/south-indian-omelet-curry-492505,11.3685,332.162,27.2477,19.5844,0,0,0,1,Indian Subcontinent
Sun-Cooked Salsa,http://www.geniuskitchen.com/recipe/sun-cooked-salsa-139070,57.8678,517.711,11.3803,31.2856,1,1,0,0,Mexican
Special Fried Rice,http://www.geniuskitchen.com/recipe/special-fried-rice-202646,6.6703,472.46,10.7464,45.5894,0,0,0,1,Chinese and Mongolian
Corn Salsa,http://www.geniuskitchen.com/recipe/corn-salsa-181239,73.0202,334.14,12.6869,4.4954,1,1,0,0,Mexican
Spinach With Raisins and Pine Nuts,http://www.geniuskitchen.com/recipe/spinach-with-raisins-and-pine-nuts-235294,26.1365,414.5619,22.0203,31.0588,1,1,0,0,Spanish and Portuguese
Chicken and Summer Squash,http://allrecipes.com/recipe/8523/chicken-and-summer-squash/,34.3489,368.5431,16.8625,23.344,0,0,0,1,Australian
Frittata,http://www.geniuskitchen.com/recipe/frittata-77953,23.9776,543.5505,42.329,30.824,0,0,0,1,Italian
Weaam's Baba Ghanouj,http://allrecipes.com/recipe/245426/weaams-baba-ghanouj/,18.1329,485.3752,11.9395,43.4103,0,0,0,1,Middle Eastern
Bahama Mama Seafood Fritters With Tangy Caribbean Cocktail Sauce,http://www.geniuskitchen.com/recipe/bahama-mama-seafood-fritters-with-tangy-caribbean-cocktail-sauce-455786,29.2815,558.6816,52.3019,26.4436,0,0,0,1,Caribbean
Italian Zucchini Boats,http://www.geniuskitchen.com/recipe/italian-zucchini-boats-226570,31.8954,442.6214,36.165,20.2381,0,0,0,1,Italian
Apple Slices With Goat Cheese and Pistachios,http://www.geniuskitchen.com/recipe/apple-slices-with-goat-cheese-and-pistachios-443781,65.4385,436.16,10.8743,15.2712,0,0,1,0,French
Tame Kimchi,http://www.geniuskitchen.com/recipe/tame-kimchi-2645,24.9648,352.028,1.6442,28.34,1,1,0,0,Korean
Japanese Tofu Salad,http://allrecipes.com/recipe/100546/japanese-tofu-salad/,22.3985,497.184,9.4535,44.1734,1,1,0,0,Japanese
English Muffiny Bread,http://www.geniuskitchen.com/recipe/english-muffiny-bread-109628,37.0988,352.742,15.372,15.9576,0,0,0,1,UK
Semiya Upma,http://www.geniuskitchen.com/recipe/semiya-upma-520290,86.5967,470.5488,16.9797,11.0399,0,0,0,1,Indian Subcontinent
Hawian Pizza Pops.,http://www.geniuskitchen.com/recipe/hawian-pizza-pops-490224,65.8634,330.3562,9.6621,4.6845,0,0,0,1,Canadian
Basic Oatcakes,http://www.geniuskitchen.com/recipe/basic-oatcakes-276051,80.7262,458.5095,13.7455,11.9334,0,0,0,1,UK
Mango Juice (Indian Milkshake),http://www.geniuskitchen.com/recipe/mango-juice-indian-milkshake-484940,80.1333,492.4368,7.1005,14.8906,0,0,0,1,Indian Subcontinent
Calamari in Balsamic Reduction,http://www.geniuskitchen.com/recipe/calamari-in-balsamic-reduction-27173,0,403.4676,89.7602,2.2667,0,0,0,1,Italian
Kickin' Texas Salad,http://www.geniuskitchen.com/recipe/kickin-texas-salad-124101,32.4634,351.553,51.7783,2.8489,0,0,0,1,Mexican
Ceviche Mixto,http://www.geniuskitchen.com/recipe/ceviche-mixto-223593,26.237,366.5058,55.3132,3.2247,0,1,0,0,South American
West Texas-Style Buffalo Chili,http://allrecipes.com/recipe/31773/west-texas-style-buffalo-chili/,50.0841,475.0702,10.3759,30.6206,0,0,0,1,US
Crabmeat Sauce,http://www.geniuskitchen.com/recipe/crabmeat-sauce-112076,11.1616,508.3238,24.0804,41.3207,0,1,0,0,Italian
Veronica's French Onion Dip,http://www.geniuskitchen.com/recipe/veronicas-french-onion-dip-57498,13.5491,469.528,6.2726,44.8687,0,0,0,1,French
Easy Spaghetti Marinara,http://www.geniuskitchen.com/recipe/easy-spaghetti-marinara-31376,37.3056,406.6224,6.1841,29.0432,1,1,0,0,Italian
Wassail Old English Favorite,http://www.geniuskitchen.com/recipe/wassail-old-english-favorite-328206,134.1461,547.634,6.2514,2.4506,1,1,0,0,UK
Good Karma Schawarma - Wraps,http://www.geniuskitchen.com/recipe/good-karma-schawarma-wraps-406263,34.1411,367.2436,8.4097,24.1299,0,0,0,1,Middle Eastern
Kate's Easy German Sauerbraten,http://allrecipes.com/recipe/221360/kates-easy-german-sauerbraten/,100.1512,485.3168,8.1444,6.6068,0,0,0,1,Deutschland
Ricotta Stuffed Mushrooms,http://www.geniuskitchen.com/recipe/ricotta-stuffed-mushrooms-41955,7.1902,376.85,27.3765,26.1257,0,0,0,1,Italian
Fresh Lotus Root Salad,http://www.geniuskitchen.com/recipe/fresh-lotus-root-salad-88197,79.5535,473.2108,13.7896,7.4008,1,1,0,0,Chinese and Mongolian
Jillena's Crab Hush Puppies,http://allrecipes.com/recipe/222244/jillenas-crab-hush-puppies/,16.3994,429.7537,58.2996,13.1982,0,0,0,1,US
Moroccan Delight,http://www.geniuskitchen.com/recipe/moroccan-delight-46539,93.3312,427.2333,9.3569,3.8368,0,0,0,1,Northern Africa
Strawberry Fool (Light),http://www.geniuskitchen.com/recipe/strawberry-fool-light-134216,98.0493,552.198,4.7153,16.979,0,0,1,0,UK
"Vegan Pizza With Sausage, Tomato and Basil",http://www.geniuskitchen.com/recipe/vegan-pizza-with-sausage-tomato-and-basil-293724,2.795,537.4971,89.9221,15.7837,0,0,0,1,Italian
Tyrolean Spinach and Bacon Dumplings,http://www.geniuskitchen.com/recipe/tyrolean-spinach-and-bacon-dumplings-425327,19.4045,390.686,22.5328,26.2637,0,0,0,1,Deutschland
Kachori With Fresh Peas,http://allrecipes.com/recipe/245120/kachori-with-fresh-peas/,61.9334,391.9603,14.5584,14.0424,0,0,0,1,Indian Subcontinent
"Savory Kale, Cannellini Bean, and Potato Soup",http://allrecipes.com/recipe/187924/savory-kale-cannellini-bean-and-potato-soup/,33.9482,356.4625,36.865,8.34,0,0,0,1,Italian
Slow Cooker Italian Beef,http://allrecipes.com/recipe/20031/slow-cooker-italian-beef/,0.174,588.0513,103.0606,19.4984,0,0,0,1,Italian
Antipasto Pizza,http://www.geniuskitchen.com/recipe/antipasto-pizza-456322,23.6908,343.77,20.6934,18.8145,0,0,0,1,Italian
Mexican Seafood Cocktail (Campechana),http://www.geniuskitchen.com/recipe/mexican-seafood-cocktail-campechana-388084,17.5876,456.2259,92.0714,2.6377,0,1,0,0,Mexican
Chanterelle Fenouil Soup,http://www.geniuskitchen.com/recipe/chanterelle-fenouil-soup-388721,87.986,572.1456,22.856,16.6885,0,0,0,1,French
Hot Greens,http://www.geniuskitchen.com/recipe/hot-greens-37350,80.3492,417.9285,11.0111,5.5606,0,0,0,1,Deutschland
Quick 'n Easy Tomato-Basil Tart,http://www.geniuskitchen.com/recipe/quick-n-easy-tomato-basil-tart-22821,30.0465,594.243,13.4262,48.4652,0,0,0,1,Canadian
Venison Spanish Rice,http://www.geniuskitchen.com/recipe/venison-spanish-rice-450318,32.3321,375.1857,13.6426,23.4529,0,0,0,1,Spanish and Portuguese
Fudgy Low-Fat Brownies,http://www.geniuskitchen.com/recipe/fudgy-low-fat-brownies-38432,106.9517,590.392,25.0341,15.826,0,0,0,1,Canadian
Celeriac Chops,http://www.geniuskitchen.com/recipe/celeriac-chops-131464,66.555,511.0719,23.6552,15.5099,0,0,0,1,Deutschland
Spinach and Mushroom Quesadillas,http://allrecipes.com/recipe/86957/spinach-and-mushroom-quesadillas/,20.1498,362.492,13.847,29.1376,0,0,0,1,Australian
Soda Farls (Irish),http://www.geniuskitchen.com/recipe/soda-farls-irish-111606,106.9011,495.94,11.234,1.1782,0,0,1,0,Irish
Pesto Croutes,http://www.geniuskitchen.com/recipe/pesto-croutes-182739,1.5892,423.855,1.5482,46.422,0,0,0,1,Italian
Fruitilicious Rice Salad,http://www.geniuskitchen.com/recipe/fruitilicious-rice-salad-243374,61.7134,358.8115,3.9912,14.0474,0,0,0,1,Chinese and Mongolian
Chinese Honey Chicken,http://www.geniuskitchen.com/recipe/chinese-honey-chicken-459568,71.874,566.975,14.0588,24.6457,0,0,0,1,Chinese and Mongolian
Chicken Adobo,http://www.geniuskitchen.com/recipe/chicken-adobo-88354,11.3159,308.4453,4.259,27.4983,0,0,0,1,Caribbean
Caribbean Creams,http://www.geniuskitchen.com/recipe/caribbean-creams-420729,53.856,506.25,5.0085,33.2145,0,0,0,1,Caribbean
Korokke - Japanese Potato Croquettes,http://www.geniuskitchen.com/recipe/korokke-japanese-potato-croquettes-144480,90.7777,485.34,15.722,7.8343,0,0,0,1,Japanese
Scrambled Eggs With Smoked Salmon,http://www.geniuskitchen.com/recipe/scrambled-eggs-with-smoked-salmon-422886,5.7752,373.1824,27.8704,26.2449,0,0,0,1,Scandinavian
Easy Chicken Enchilada Casserole,http://www.geniuskitchen.com/recipe/easy-chicken-enchilada-casserole-361486,60.8288,579.5806,14.9048,32.6038,0,0,0,1,Mexican
Lemon Rice (Rice Cooker),http://www.geniuskitchen.com/recipe/lemon-rice-rice-cooker-220533,20.565,300.6,14.415,18.72,0,0,0,1,Chinese and Mongolian
Vegan Seitan Gyro W- Cucumber Sauce,http://www.geniuskitchen.com/recipe/vegan-seitan-gyro-w-cucumber-sauce-252303,35.202,300.3921,11.4573,15.119,0,0,0,1,Greek
Iced Ginger Coffee,http://www.geniuskitchen.com/recipe/iced-ginger-coffee-238286,18.1423,447.9447,4.3306,43.0578,0,0,0,1,Australian
Owen's Chicken Rice,http://allrecipes.com/recipe/8728/owens-chicken-rice/,1.3388,448.6113,45.1385,28.4417,0,0,0,1,Chinese and Mongolian
Roast Potatoes With Lemon,http://www.geniuskitchen.com/recipe/roast-potatoes-with-lemon-372319,4.5233,496.296,0.8902,54.1829,1,1,0,0,Greek
Creamy Shrimp Stuffed Cherry Tomatoes,http://allrecipes.com/recipe/46561/creamy-shrimp-stuffed-cherry-tomatoes/,10.4293,487.3654,54.356,25.5557,0,0,0,1,US
Pakistani Style Chicken Breast,http://www.geniuskitchen.com/recipe/pakistani-style-chicken-breast-266657,45.7132,459.653,18.6867,25.8644,0,0,0,1,Indian Subcontinent
What a Dal,http://www.geniuskitchen.com/recipe/what-a-dal-493702,16.908,348.8267,12.7169,29.4678,0,0,0,1,Indian Subcontinent
Greek Artichoke Chicken,http://www.geniuskitchen.com/recipe/greek-artichoke-chicken-145918,12.2043,450.48,16.6865,37.6765,0,0,0,1,Greek
Elegant Spinach Souffle,http://www.geniuskitchen.com/recipe/elegant-spinach-souffle-503467,24.4104,598.9992,41.5617,36.569,0,0,0,1,French
"Chicken, Olive and Preserved Lemon Tagine (Djej M’qualli)",http://www.geniuskitchen.com/recipe/chicken-olive-and-preserved-lemon-tagine-djej-m-qualli-505872,33.7348,501.691,4.4862,41.7698,0,0,0,1,Northern Africa
Moroccan Spicy Carrot Salad,http://allrecipes.com/recipe/220837/moroccan-spicy-carrot-salad/,46.7739,444.8824,5.0543,28.5408,0,0,0,1,Northern Africa
Apple-Rum Ricotta Cream Dessert,http://www.geniuskitchen.com/recipe/apple-rum-ricotta-cream-dessert-71731,34.9769,382.72,14.9682,21.8863,0,0,1,0,Italian
Salad Ole,http://allrecipes.com/recipe/14378/salad-ole/,60.9539,530.2961,9.6568,30.4963,1,1,0,0,Mexican
Beans With Lentils and Coconut,http://www.geniuskitchen.com/recipe/beans-with-lentils-and-coconut-382627,47.9372,476.1005,13.2434,30.6184,0,0,0,1,Indian Subcontinent
Spicy-Sweet Deviled Eggs,http://www.geniuskitchen.com/recipe/spicy-sweet-deviled-eggs-154933,0.0344,418.9162,0.4365,46.4017,0,0,0,1,Caribbean
Moroccan Shallot Relish,http://www.geniuskitchen.com/recipe/moroccan-shallot-relish-423681,16.2799,305.8765,2.2262,27.1907,0,1,0,0,Northern Africa
Adam West's Super Bowl Dumplings,http://www.geniuskitchen.com/recipe/adam-wests-super-bowl-dumplings-13709,14.01,463.4676,91.4102,2.4167,0,0,0,1,Italian
Meat Pulao,http://www.geniuskitchen.com/recipe/meat-pulao-85345,39.9046,570.7537,69.9807,15.564,0,0,0,1,Indian Subcontinent
Bleu Italian Chicken Pasta Salad,http://www.geniuskitchen.com/recipe/bleu-italian-chicken-pasta-salad-161911,14.6788,507.7048,11.2909,45.5907,0,0,0,1,Italian
Basil-Parmesan Roasted Cherry Tomatoes,http://www.geniuskitchen.com/recipe/basil-parmesan-roasted-cherry-tomatoes-504229,16.7354,389.5665,16.1195,29.0375,0,0,1,0,Italian
Veggie Bulgur Salad (Kisir),http://allrecipes.com/recipe/215596/veggie-bulgur-salad-kisir/,76.2435,590.885,13.5148,31.4609,0,0,0,1,Middle Eastern
Fresh Peach Clafouti,http://www.geniuskitchen.com/recipe/fresh-peach-clafouti-51607,81.4259,482.1912,15.4153,11.3256,0,0,0,1,French
20 Minute Stuffed Jalapeños,http://www.geniuskitchen.com/recipe/20-minute-stuffed-jalape-os-301912,51.7934,490.2752,41.0037,15.638,0,0,0,1,Mexican
Beef Roast with Portabella Mushrooms,http://www.geniuskitchen.com/recipe/beef-roast-with-portabella-mushrooms-48904,16.8619,533.21,5.936,50.6867,0,0,0,1,South American
Antipasto Pasta Salad,http://www.geniuskitchen.com/recipe/antipasto-pasta-salad-316032,6.8034,577.4474,100.0328,11.4224,0,0,0,1,Italian
Indian-Seasoned Vegetable Patties,http://www.geniuskitchen.com/recipe/indian-seasoned-vegetable-patties-128466,22.6943,317.8989,26.4255,14.9267,0,0,0,1,Indian Subcontinent
Platanos Fritos (Sauteed Plantains),http://www.geniuskitchen.com/recipe/platanos-fritos-sauteed-plantains-307686,114.1662,560.52,4.654,15.3246,1,1,0,0,South American
"The Perfect Smoky Baba Ghanouj, served in roasted red bell peppers",http://www.geniuskitchen.com/recipe/the-perfect-smoky-baba-ghanouj-served-in-roasted-red-bell-peppers-22003,31.6593,546.125,17.3567,43.5766,0,0,0,1,Middle Eastern
My Shredded Beef for Tacos,http://www.geniuskitchen.com/recipe/my-shredded-beef-for-tacos-321051,9.0175,445.1426,91.7228,2.4774,0,0,0,1,South American
Addicting Wild Rice & Asparagus Salad,http://www.geniuskitchen.com/recipe/addicting-wild-rice-asparagus-salad-408940,48.2694,570.6084,32.4713,32.2035,0,0,0,1,Chinese and Mongolian
Stir-Fried Shrimp With Snow Peas and Water Chestnuts,http://www.geniuskitchen.com/recipe/stir-fried-shrimp-with-snow-peas-and-water-chestnuts-215599,2.0057,398.8942,92.4261,2.4039,0,0,0,1,Chinese and Mongolian
Paella With Cauliflower Rice,http://www.geniuskitchen.com/recipe/paella-with-cauliflower-rice-530110,23.6913,545.4905,45.39,30.2259,0,0,0,1,Spanish and Portuguese
Szechuan Chicken (Or Tofu) in Lettuce Bundles (Solo Cooking),http://www.geniuskitchen.com/recipe/szechuan-chicken-or-tofu-in-lettuce-bundles-solo-cooking-219447,14.137,351.8303,29.7695,20.1592,0,0,0,1,Chinese and Mongolian
Rosemary & Bean Bruschetta,http://www.geniuskitchen.com/recipe/rosemary-bean-bruschetta-86063,45.1446,567.9935,10.1324,42.9481,0,0,0,1,Italian
Grilled Stone Fruit Antipasto Plate,http://www.geniuskitchen.com/recipe/grilled-stone-fruit-antipasto-plate-65411,79.8169,345.6501,6.9956,2.0319,1,1,0,0,Canadian
Baby-Boomer Tuna Casserole,http://www.geniuskitchen.com/recipe/baby-boomer-tuna-casserole-13405,47.5059,348.0778,14.0497,11.766,0,0,0,1,Canadian
Crab Salad English Muffin Melt,http://www.geniuskitchen.com/recipe/crab-salad-english-muffin-melt-116981,0,403.4676,89.7602,2.2667,0,0,0,1,UK
Crab Linguine with Broccoli and Tomatoes,http://www.geniuskitchen.com/recipe/crab-linguine-with-broccoli-and-tomatoes-15353,21.1482,543.9933,51.9956,29.2007,0,0,0,1,Italian
Denise's Saffron Vegetable Fried Rice,http://www.geniuskitchen.com/recipe/denises-saffron-vegetable-fried-rice-206272,31.442,417.994,6.5364,32.7196,0,0,0,1,Caribbean
"Garlic ""mashed"" Creamed Rice",http://www.geniuskitchen.com/recipe/garlic-mashed-creamed-rice-460995,86.0061,456.232,12.7451,6.3833,0,0,0,1,Chinese and Mongolian
Braised Shrimp with Vegetables,http://www.geniuskitchen.com/recipe/braised-shrimp-with-vegetables-12161,37.0591,524.3848,74.1165,10.6635,0,1,0,0,Chinese and Mongolian
Linda's Fantabulous Italian Bread a B M,http://www.geniuskitchen.com/recipe/lindas-fantabulous-italian-bread-a-b-m-273358,26.7093,477.923,13.8832,35.3373,0,0,0,1,Italian
Mediterranean Tuna Lettuce Wraps,http://www.geniuskitchen.com/recipe/mediterranean-tuna-lettuce-wraps-447718,9.2011,310.1681,35.5057,14.7722,0,1,0,0,Greek
White Russian Truffles,http://www.geniuskitchen.com/recipe/white-russian-truffles-36437,4.1721,360.8184,3.0158,37.8163,0,0,1,0,French
Crunchy Olive and Rosemary Grissini,http://www.geniuskitchen.com/recipe/crunchy-olive-and-rosemary-grissini-532324,3.334,575.2105,9.5386,58.938,0,0,0,1,Italian
Spinach with a Twist,http://allrecipes.com/recipe/69979/spinach-with-a-twist/,17.8199,593.0436,4.4036,57.4995,0,0,0,1,Australian
Yam 'n Butternut Squash Mash,http://www.geniuskitchen.com/recipe/yam-n-butternut-squash-mash-11293,58.5861,523.3875,15.1931,29.2747,0,0,1,0,Canadian
Traditional Northern Irish Pasty,http://www.geniuskitchen.com/recipe/traditional-northern-irish-pasty-279443,3.4953,547.9794,104.775,12.6333,0,0,0,1,Irish
Quick Spaghetti,http://www.geniuskitchen.com/recipe/quick-spaghetti-25404,13.5248,505.2841,44.5903,29.1309,0,0,0,1,Italian
Mushroom Terrine,http://www.geniuskitchen.com/recipe/mushroom-terrine-400845,21.3058,580.6425,37.7706,38.3552,0,0,0,1,French
Au Gratin Potatoes With Zip,http://www.geniuskitchen.com/recipe/au-gratin-potatoes-with-zip-371763,17.1482,424.021,12.4577,36.3181,0,0,0,1,French
Caribbean Tea Splash,http://www.geniuskitchen.com/recipe/caribbean-tea-splash-352226,40.155,528.5,5.256,41.916,0,0,0,1,Caribbean
Swiss Chard-Yellow Squash Raw Green Soup (Vitamix),http://www.geniuskitchen.com/recipe/swiss-chard-yellow-squash-raw-green-soup-vitamix-435554,114.5017,539.3121,9.2852,6.9943,0,0,0,1,Deutschland
Quick Sindhi Raswali Machi ( Sindhi Fish Curry),http://www.geniuskitchen.com/recipe/quick-sindhi-raswali-machi-sindhi-fish-curry-34831,46.9734,555.4395,10.69,41.0439,0,0,0,1,Indian Subcontinent
Smoked Trout Pate,http://www.geniuskitchen.com/recipe/smoked-trout-pate-31883,17.9633,306.5583,10.6663,24.4134,0,0,0,1,Australian
Japanese Noodle and Cucumber Salad,http://www.geniuskitchen.com/recipe/japanese-noodle-and-cucumber-salad-60731,25.1229,360.204,38.5882,11.7386,1,1,0,0,Japanese
Simple Italian Grilled Chicken,http://www.geniuskitchen.com/recipe/simple-italian-grilled-chicken-364848,1.42,362.8182,0.1131,40.5553,0,0,0,1,Italian
Black Sesame Pudding,http://allrecipes.com/recipe/257669/black-sesame-pudding/,55.2872,369.546,11.529,11.9682,0,0,0,1,Japanese
French Stuffed Red Bell Peppers With Fennel and Goat's Cheese,http://www.geniuskitchen.com/recipe/french-stuffed-red-bell-peppers-with-fennel-and-goats-cheese-203810,5.4496,444.84,39.7568,28,0,0,1,0,French
Spicy Low-Carb  Bombay Fauxtatoes,http://www.geniuskitchen.com/recipe/spicy-low-carb-bombay-fauxtatoes-200637,27.0899,569.133,4.1985,51.9021,0,0,0,1,Indian Subcontinent
Light Chinese Chicken Salad With Hoisin Vinaigrette,http://www.geniuskitchen.com/recipe/light-chinese-chicken-salad-with-hoisin-vinaigrette-425273,96.9908,593.975,17.1612,17.4013,0,0,0,1,Chinese and Mongolian
Lazeez Chicken Hyderabadi,http://www.geniuskitchen.com/recipe/lazeez-chicken-hyderabadi-44442,74.949,342.3972,2.5342,3.4239,0,0,0,1,Indian Subcontinent
Artichoke Bruschetta,http://www.geniuskitchen.com/recipe/artichoke-bruschetta-394640,8.8037,400.057,81.4115,2.6079,1,1,0,0,Greek
Swedish Sauerkraut,http://www.geniuskitchen.com/recipe/swedish-sauerkraut-197190,28.6093,515.4336,90.7502,2.8606,0,0,0,1,Scandinavian
Taco Meat,http://allrecipes.com/recipe/239930/taco-meat/,1.4139,538.4307,104.8961,12.441,0,0,0,1,Mexican
Eric's Yummy Italian Bread (Bread Machine),http://www.geniuskitchen.com/recipe/erics-yummy-italian-bread-bread-machine-507430,47.425,501.464,19.309,27.1338,0,0,0,1,Italian
Bea's Mashed Potato Salad,http://allrecipes.com/recipe/234780/beas-mashed-potato-salad/,24.1674,353.015,11.5192,24.2035,0,0,0,1,US
Spicy Asian Beef and Noodles,http://www.geniuskitchen.com/recipe/spicy-asian-beef-and-noodles-58144,98.2181,483.6614,18.8659,1.9458,0,0,0,1,South American
Potato Salad for Two,http://www.geniuskitchen.com/recipe/potato-salad-for-two-351960,1.2975,423.615,0.6223,46.471,1,1,0,0,Australian
Moroccan Paella,http://www.geniuskitchen.com/recipe/moroccan-paella-450209,13.2921,396.3311,48.5034,17.7886,0,0,0,1,Northern Africa
Bread Machine Pizza Dough,http://allrecipes.com/recipe/142972/bread-machine-pizza-dough/,38.1585,306.099,8.5668,14.5215,0,0,1,0,Italian
Fresh Corn Salsa with Orange and Lime,http://allrecipes.com/recipe/233482/fresh-corn-salsa-with-orange-and-lime/,58.3684,410.6537,7.952,16.5917,1,1,0,0,Mexican
Rose Banana,http://www.geniuskitchen.com/recipe/rose-banana-362267,56.71,464.25,5.3565,28.4865,0,0,0,1,Australian
Moroccan Roast Red Pepper & Tomato Tagine Sauce,http://www.geniuskitchen.com/recipe/moroccan-roast-red-pepper-tomato-tagine-sauce-503225,34.3129,401.9429,5.3043,29.6495,1,1,0,0,Northern Africa
Scandinavian Mayonnaise,http://www.geniuskitchen.com/recipe/scandinavian-mayonnaise-229934,2.8832,322.275,8.142,31.072,0,0,0,1,Scandinavian
Crockpot Carnitas,http://www.geniuskitchen.com/recipe/crockpot-carnitas-454139,45.02,344.8515,20.7913,12.7199,0,0,0,1,Mexican
"Poached Lobster, Scallops and Vegetables with Vermouth",http://www.geniuskitchen.com/recipe/poached-lobster-scallops-and-vegetables-with-vermouth-20630,13.3462,591.8792,95.8536,16.2083,0,0,0,1,UK
Rajma (North Indian Kidney Bean Masala),http://www.geniuskitchen.com/recipe/rajma-north-indian-kidney-bean-masala-497677,32.7764,440.5945,19.487,31.8837,1,1,0,0,Indian Subcontinent
Mushroomelettes,http://www.geniuskitchen.com/recipe/mushroomelettes-32074,8.0831,487.5333,35.481,34.5882,0,0,0,1,UK
Apple Fantasy,http://www.geniuskitchen.com/recipe/apple-fantasy-2945,77.8781,315.9925,2.6555,1.1969,1,1,0,0,Canadian
Chorizo-Potato Quesadillas,http://www.geniuskitchen.com/recipe/chorizo-potato-quesadillas-103753,7.857,322.3,39.003,15.25,0,0,0,1,Mexican
Moroccan Fish,http://www.geniuskitchen.com/recipe/moroccan-fish-187110,32.7208,504.377,5.4239,42.2131,0,0,0,1,Northern Africa
Portuguese Strawberries in Port (Morangos Em Porto,http://www.geniuskitchen.com/recipe/portuguese-strawberries-in-port-morangos-em-porto-369916,123.57,507.906,7.1757,3.213,1,1,0,0,Spanish and Portuguese
Sos Ti Malis - Sauce Haitienne,http://www.geniuskitchen.com/recipe/sos-ti-malis-sauce-haitienne-483990,89.0804,474.24,10.7764,14.1494,0,1,0,0,Caribbean
Apple-Brie Omelet,http://www.geniuskitchen.com/recipe/apple-brie-omelet-260352,18.3052,476.27,23.4853,36.0319,0,0,0,1,French
Sourdough Biga for Italian Bread,http://www.geniuskitchen.com/recipe/sourdough-biga-for-italian-bread-179267,126.6054,578.28,9.401,2.2436,0,0,0,1,Italian
Arugula and Fava Bean Crostini,http://www.geniuskitchen.com/recipe/arugula-and-fava-bean-crostini-437602,87.6104,512.0592,39.1889,2.3011,0,0,0,1,Italian
Zesty Mexican Cauliflower,http://www.geniuskitchen.com/recipe/zesty-mexican-cauliflower-187249,38.1897,449.9333,8.9998,33.8488,0,0,1,0,Mexican
Pistou Soup (French Food at Home),http://www.geniuskitchen.com/recipe/pistou-soup-french-food-at-home-319018,47.6022,332.18,8.4456,15.076,0,0,0,1,French
Italian Herbed Grilled Chicken,http://www.geniuskitchen.com/recipe/italian-herbed-grilled-chicken-292693,2.4068,437.9503,0.661,47.4291,0,0,0,1,Italian
Copy Cat Olive Garden Italian Salad Dressing,http://www.geniuskitchen.com/recipe/copy-cat-olive-garden-italian-salad-dressing-500334,47.465,444.175,6.6552,25.172,0,0,0,1,Italian
